Census Tract,FIPS,Area (Land),Area (Water),Total Population,Population Density (Per Sq. Mile),Area (Land),Area Total:,Area Total: Area (Land),Area Total: Area (Water),Total Population:,Total Population: White Alone,Total Population: Black or African American Alone,Total Population: American Indian and Alaska Native Alone,Total Population: Asian Alone,Total Population: Native Hawaiian and Other Pacific Islander Alone,Total Population: Some Other Race Alone,Total Population: Two or More Races,Total Population,Total Population: Not Hispanic or Latino,Total Population: Not Hispanic or Latino: White Alone,Total Population: Not Hispanic or Latino: Black or African American Alone,Total Population: Not Hispanic or Latino: American Indian and Alaska Native Alone,Total Population: Not Hispanic or Latino: Asian Alone,Total Population: Not Hispanic or Latino: Native Hawaiian and Other Pacific Islander Alone,Total Population: Not Hispanic or Latino: Some Other Race Alone,Total Population: Not Hispanic or Latino: Two or More Races,Total Population: Hispanic or Latino,Occupied Housing Units:,Occupied Housing Units: Owner Occupied,Occupied Housing Units: Renter Occupied,Owner Occupied Housing Units,"Owner Occupied Housing Units: White Alone, Not Hispanic or Latino Homeowners ",Owner Occupied Housing Units: Non-White Homeowners,Renter-Occupied Housing Units,Renter-Occupied Housing Units: White Alone Householder,Renter-Occupied Housing Units: Black or African American Alone Householder,Renter-Occupied Housing Units: American Indian and Alaska Native Alone Householder,Renter-Occupied Housing Units: Asian Alone Householder,Renter-Occupied Housing Units: Native Hawaiian and Other Pacific Islander Alone Householder,Renter-Occupied Housing Units: Some Other Race Alone Householder,Renter-Occupied Housing Units: Two or More Races Householder,"Renter-Occupied Housing Units: White Alone, Not Hispanic or Latino Householder",Renter-Occupied Housing Units: Hispanic or Latino Householder
302103,06037302103,550707,0,5089,23933.69,0.21262917,0.2126292,0.2126292,0,5089,3506,3,37,382,0,906,255,5089,3824,3349,3,0,382,0,0,90,1265,1898,230,1668,230,161,69,1668,1158,0,37,126,0,215,132,1076,425
302104,06037302104,569424,0,3662,16656.37,0.219855845,0.2198558,0.2198558,0,3662,2032,157,0,917,3,396,157,3662,2704,1595,157,0,912,3,0,37,958,1391,188,1203,188,103,85,1203,667,85,0,273,0,123,55,539,293
302201,06037302201,497659,0,3785,19698.44,0.192147222,0.1921472,0.1921472,0,3785,2794,41,22,291,0,400,237,3785,3238,2702,41,15,291,0,63,126,547,1800,129,1671,129,59,70,1671,1311,29,22,97,0,125,87,1237,213
302202,06037302202,511545,0,5146,26054.56,0.197508637,0.1975086,0.1975086,0,5146,3582,153,43,662,51,374,281,5146,4087,3150,136,23,662,51,10,55,1059,1941,169,1772,169,91,78,1772,1240,62,6,233,0,173,58,1099,369
302301,06037302301,700562,0,3656,13516.29,0.270488512,0.2704885,0.2704885,0,3656,2328,227,14,596,0,268,223,3656,2874,1937,227,4,596,0,0,110,782,1374,285,1089,285,128,157,1089,790,55,10,88,0,76,70,682,235
302302,06037302302,633035,0,5487,22449.41,0.24441619,0.2444162,0.2444162,0,5487,2654,96,34,819,0,1420,464,5487,2965,1988,96,0,819,0,0,62,2522,1829,86,1743,86,39,47,1743,979,37,8,277,0,361,81,804,614
302401,06037302401,1371638,0,7303,13789.85,0.529592415,0.5295924,0.5295924,0,7303,4475,52,45,1242,0,1288,201,7303,4535,3142,52,33,1242,0,11,55,2768,2721,83,2638,83,9,74,2638,1764,30,0,501,0,316,27,1407,678
302503,06037302503,326627,0,3878,30750.59,0.126111395,0.1261114,0.1261114,0,3878,2450,13,0,584,0,753,78,3878,2838,2095,13,0,584,0,101,45,1040,1471,159,1312,159,32,127,1312,847,13,0,107,0,322,23,724,421
302504,06037302504,377186,0,3783,25976.37,0.145632335,0.1456323,0.1456323,0,3783,2227,24,0,428,0,892,212,3783,2227,1677,24,0,428,0,33,65,1556,1360,176,1184,176,57,119,1184,818,24,0,40,0,255,47,647,443
302505,06037302505,535998,0,4281,20686.16,0.206949994,0.20695,0.20695,0,4281,2868,165,23,719,16,323,167,4281,3183,2305,151,0,711,16,0,0,1098,1416,66,1350,66,48,18,1350,931,40,7,177,16,91,88,753,364
302506,06037302506,905398,853,3375,9654.549,0.349576137,0.3499055,0.3495761,0.000329345,3375,2437,29,17,320,0,464,108,3375,2511,2078,29,0,320,0,0,84,864,1165,340,825,340,236,104,825,615,13,0,64,0,118,15,513,226
310100,06037310100,13058478,58294,5207,1032.744,5.041906758,5.064414,5.041907,0.02250744,5207,3903,12,43,773,0,1,475,5207,4393,3481,12,43,773,0,0,84,814,1909,1828,81,1828,1306,522,81,81,0,0,0,0,0,0,81,0
310201,06037310201,1100128,0,5293,12461.1,0.424761814,0.4247618,0.4247618,0,5293,3562,39,16,493,0,865,318,5293,4194,3216,24,0,493,0,393,68,1099,2006,1150,856,1150,656,494,856,607,19,8,68,0,98,56,577,192
310202,06037310202,905921,0,4972,14214.73,0.349778068,0.3497781,0.3497781,0,4972,3870,96,7,425,0,273,301,4972,4459,3720,96,7,425,0,134,77,513,1861,745,1116,745,614,131,1116,919,0,0,90,0,43,64,901,90
310300,06037310300,1061193,0,3089,7539.131,0.409728925,0.4097289,0.4097289,0,3089,2254,0,0,466,0,40,329,3089,2863,2220,0,0,457,0,10,176,226,1126,1029,97,1029,793,236,97,54,0,0,0,0,0,43,54,27
310400,06037310400,1406752,0,3483,6412.593,0.543150007,0.54315,0.54315,0,3483,2510,82,27,306,0,111,447,3483,2864,2082,82,13,306,0,16,365,619,1245,717,528,717,515,202,528,377,17,3,7,0,0,124,284,115
310501,06037310501,1965650,0,3725,4908.15,0.75894174,0.7589418,0.7589418,0,3725,1880,211,22,230,13,424,945,3725,1652,1060,211,22,230,13,0,116,2073,1598,268,1330,268,73,195,1330,687,88,0,60,0,212,283,485,686
310601,06037310601,1027668,0,6584,16593.38,0.39678485,0.3967848,0.3967848,0,6584,2896,814,64,1259,0,718,833,6584,5170,2677,814,0,1259,0,247,173,1414,2501,654,1847,654,257,397,1847,992,281,30,257,0,134,153,896,273
310602,06037310602,890969,0,2794,8121.973,0.344005069,0.3440051,0.3440051,0,2794,2082,71,7,209,0,250,175,2794,2298,1860,71,7,209,0,58,93,496,1164,554,610,554,439,115,610,431,31,7,39,0,77,25,389,119
310701,06037310701,515339,0,2366,11891.03,0.198973509,0.1989735,0.1989735,0,2366,1679,134,0,154,0,209,190,2366,1836,1519,80,0,154,0,75,8,530,1168,114,1054,114,71,43,1054,863,44,0,27,0,52,68,803,154
310703,06037310703,994737,0,5030,13096.57,0.384070119,0.3840701,0.3840701,0,5030,4318,17,0,304,0,273,118,5030,4112,3654,17,0,304,0,61,76,918,1994,349,1645,349,195,154,1645,1434,0,0,94,0,63,54,1312,163
310704,06037310704,495219,0,4298,22478.48,0.191205133,0.1912051,0.1912051,0,4298,2678,46,85,449,0,297,743,4298,3385,2457,46,80,386,0,55,361,913,2280,270,2010,270,232,38,2010,1509,13,5,175,0,70,238,1358,285
310705,06037310705,556940,0,2469,11481.81,0.215035745,0.2150358,0.2150358,0,2469,1200,152,0,921,0,99,97,2469,2371,1129,152,0,921,0,72,97,98,1403,95,1308,95,42,53,1308,861,71,0,232,0,63,81,835,53
310800,06037310800,2136456,8521,5718,6931.831,0.824890308,0.8281803,0.8248903,0.003289977,5718,4322,55,0,715,0,271,355,5718,4338,3505,55,0,658,0,0,120,1380,2341,1239,1102,1239,869,370,1102,898,34,0,77,0,72,21,800,191
310900,06037310900,2172993,0,6892,8214.567,0.838997324,0.8389973,0.8389973,0,6892,3829,2,35,1248,0,832,946,6892,4749,3303,2,19,1248,0,7,170,2143,2498,1679,819,1679,1099,580,819,507,0,16,84,0,117,95,463,251
311000,06037311000,1321818,684,3940,7720.089,0.510356805,0.5106209,0.5103568,0.000264094,3940,2291,53,78,565,0,303,650,3940,2735,2026,53,0,531,0,6,119,1205,1473,825,648,825,444,381,648,437,1,5,23,0,53,129,403,221
311100,06037311100,1704836,0,4147,6300.125,0.658240888,0.6582409,0.6582409,0,4147,2834,14,0,475,0,438,386,4147,2679,2161,14,0,475,0,0,29,1468,1493,911,582,911,455,456,582,365,0,0,143,0,52,22,317,122
311200,06037311200,988984,0,3085,8079.112,0.381848873,0.3818489,0.3818489,0,3085,2194,122,61,142,0,259,307,3085,2278,1891,122,0,142,0,0,123,807,1265,588,677,588,361,227,677,518,30,0,21,0,84,24,478,124
311300,06037311300,1221865,0,4090,8669.575,0.471764734,0.4717647,0.4717647,0,4090,2708,71,105,367,0,125,714,4090,2931,2176,71,105,358,0,0,221,1159,1662,1047,615,1047,711,336,615,301,17,83,32,0,26,156,246,207
311400,06037311400,939128,0,2369,6533.381,0.362599363,0.3625994,0.3625994,0,2369,1795,13,0,180,0,144,237,2369,1929,1635,13,0,180,0,52,49,440,1010,612,398,612,467,145,398,325,0,0,31,0,6,36,312,55
311500,06037311500,1494639,1603,6362,11024.4,0.577083369,0.5777023,0.5770833,0.000618922,6362,3630,378,52,538,16,439,1309,6362,5174,3285,348,52,532,16,0,941,1188,2420,1094,1326,1094,754,340,1326,931,117,37,79,0,79,83,827,237
311601,06037311601,1705044,0,2578,3916.021,0.658321197,0.6583212,0.6583212,0,2578,998,50,0,243,0,226,1061,2578,1378,879,29,0,243,0,0,227,1200,825,396,429,396,252,144,429,335,0,0,46,0,0,48,266,82
311602,06037311602,1104285,6584,4270,10014.85,0.42636684,0.4289089,0.4263668,0.002542097,4270,2616,277,8,722,19,270,358,4270,3634,2327,277,0,722,19,9,280,636,2428,354,2074,354,243,111,2074,1273,240,0,273,0,153,135,1203,260
311700,06037311700,2352871,0,6165,6786.295,0.908448611,0.9084486,0.9084486,0,6165,3701,140,7,826,0,242,1249,6165,4695,3438,140,3,826,0,0,288,1470,2727,1564,1163,1564,906,658,1163,847,69,0,110,0,105,32,807,164
311801,06037311801,599511,6692,2951,12748.81,0.231472501,0.2340563,0.2314725,0.002583796,2951,2129,79,56,208,0,326,153,2951,2039,1602,79,56,208,0,61,33,912,1314,306,1008,306,205,101,1008,760,14,29,60,0,112,33,651,213
311802,06037311802,811569,12345,4512,14399.3,0.313348556,0.318115,0.3133486,0.004766431,4512,2294,321,11,497,0,1017,372,4512,2476,1440,301,11,497,0,24,203,2036,1638,394,1244,394,242,152,1244,746,124,0,126,0,184,64,445,512
320101,06037320101,680504,0,3446,13115.42,0.262744074,0.2627441,0.2627441,0,3446,1801,95,102,114,0,808,526,3446,440,261,65,0,114,0,0,0,3006,953,750,203,750,81,669,203,115,0,0,0,0,34,54,6,197
320102,06037320102,1225897,0,3782,7990.341,0.473321498,0.4733215,0.4733215,0,3782,1632,0,23,165,0,1729,233,3782,134,30,0,0,98,0,0,6,3648,928,667,261,667,21,646,261,76,0,0,0,0,148,37,0,261
320201,06037320201,919232,0,4143,11673.14,0.354917475,0.3549175,0.3549175,0,4143,1962,13,0,38,0,1403,727,4143,284,174,13,0,38,0,11,48,3859,1083,206,877,206,57,149,877,388,13,0,11,0,289,176,48,746
320202,06037320202,1615112,0,6272,10057.76,0.623598256,0.6235983,0.6235983,0,6272,1914,9,80,126,0,2545,1598,6272,429,290,9,0,126,0,0,4,5843,1449,1056,393,1056,89,967,393,219,0,14,11,0,108,41,14,368
320300,06037320300,1714743,0,6315,9538.324,0.662066002,0.662066,0.662066,0,6315,2407,66,157,240,0,2139,1306,6315,540,217,66,43,214,0,0,0,5775,1916,1109,807,1109,68,1041,807,353,66,35,0,0,199,154,10,723
400205,06037400205,23546199,341777,2584,284.2297,9.091239033,9.2232,9.091239,0.1319608,2584,1200,219,12,662,0,126,365,2584,2181,1050,219,0,662,0,64,186,403,872,805,67,805,356,449,67,63,0,0,0,0,0,4,46,21
400206,06037400206,3351253,2205,5773,4461.615,1.293926072,1.294777,1.293926,0.000851355,5773,3305,100,6,943,37,614,768,5773,4553,3070,100,0,943,37,0,403,1220,1843,1665,178,1665,1052,613,178,107,24,0,10,0,10,27,93,51
400207,06037400207,5024866,2201,4675,2409.655,1.940111692,1.940961,1.940112,0.000849811,4675,2916,88,165,600,0,294,612,4675,3228,2369,88,66,541,0,0,164,1447,1488,1319,169,1319,811,508,169,116,38,0,15,0,0,0,94,22
400208,06037400208,822366,0,1361,4286.38,0.317517301,0.3175173,0.3175173,0,1361,1000,0,0,197,0,69,95,1361,1046,830,0,0,197,0,0,19,315,495,464,31,464,302,162,31,24,0,0,0,0,0,7,24,0
400209,06037400209,6617540,247160,4409,1725.604,2.555046587,2.650476,2.555047,0.09542901,4409,2311,319,14,712,0,307,746,4409,3333,2137,319,0,712,0,0,165,1076,1616,1490,126,1490,888,602,126,37,14,0,43,0,32,0,37,32
400304,06037400304,3137013,4532,8123,6706.53,1.211207542,1.212957,1.211208,0.001749815,8123,4121,85,14,1658,76,823,1346,8123,5082,2830,85,0,1643,76,12,436,3041,2835,1472,1363,1472,640,832,1363,700,48,14,76,76,169,280,499,561
400402,06037400402,4383866,0,4133,2441.776,1.692620197,1.69262,1.69262,0,4133,2326,87,0,788,0,211,721,4133,3100,2018,87,0,788,0,0,207,1033,1332,913,419,913,573,340,419,274,36,0,49,0,10,50,247,79
400403,06037400403,13123146,9188,4344,857.3331,5.066875213,5.070423,5.066875,0.003547507,4344,2397,204,23,279,0,436,1005,4344,2425,1789,194,0,279,0,0,163,1919,1419,893,526,893,525,368,526,215,84,0,66,0,52,109,138,238
400404,06037400404,15832137,330968,4183,684.2993,6.11282253,6.24061,6.112823,0.1277875,4183,3119,0,11,606,3,67,377,4183,3603,2851,0,0,545,3,44,160,580,1348,1269,79,1269,920,349,79,67,0,0,0,0,0,12,51,16
400501,06037400501,11741511,10499,1768,389.9923,4.533422935,4.537477,4.533423,0.004053687,1768,1401,0,0,110,41,100,116,1768,1481,1279,0,0,110,41,12,39,287,609,575,34,575,450,125,34,14,0,0,0,0,20,0,14,20
400602,06037400602,1541334,1766,4837,8127.876,0.59511241,0.5957943,0.5951124,0.000681856,4837,2005,113,68,201,0,1104,1346,4837,984,620,113,11,201,0,23,16,3853,1400,738,662,738,216,522,662,330,22,5,14,0,236,55,83,527
400603,06037400603,9178408,8684,4999,1410.631,3.543803292,3.547156,3.543803,0.003352911,4999,2204,194,129,890,24,402,1156,4999,2367,1208,194,4,838,0,8,115,2632,1815,1133,682,1133,461,672,682,240,65,24,70,0,87,196,151,365
400605,06037400605,4967383,1887,7444,3881.293,1.91791738,1.918646,1.917917,0.000728575,7444,2752,240,18,2695,2,512,1225,7444,5092,1876,238,8,2624,0,20,326,2352,2403,1944,459,1944,374,1570,459,234,0,10,52,0,84,79,166,241
400801,06037400801,3585828,0,6912,4992.431,1.38449599,1.384496,1.384496,0,6912,3664,131,103,1191,0,718,1105,6912,4414,2744,128,44,1180,0,0,318,2498,1917,1497,420,1497,724,773,420,204,14,0,22,0,78,102,171,169
401001,06037401001,1433465,16428,2698,4874.753,0.553463954,0.5598068,0.5534639,0.006342886,2698,1832,0,0,362,0,245,259,2698,1731,1248,0,0,362,0,20,101,967,962,809,153,809,494,315,153,147,0,0,6,0,0,0,111,36
401002,06037401002,1473432,0,4464,7846.787,0.5688953,0.5688953,0.5688953,0,4464,2564,531,0,223,6,724,416,4464,2999,2151,518,0,205,6,0,119,1465,1613,677,936,677,409,268,936,586,99,0,27,6,159,59,435,342
401101,06037401101,3011641,3558,5564,4784.997,1.16280114,1.164175,1.162801,0.001373752,5564,2877,100,93,449,0,999,1046,5564,2730,2009,100,0,449,0,102,70,2834,1880,809,1071,809,426,383,1071,781,29,16,28,0,145,72,505,487
401102,06037401102,1282147,0,4270,8625.57,0.495039745,0.4950397,0.4950397,0,4270,2264,67,5,538,0,513,883,4270,2582,1693,67,0,538,0,0,284,1688,1336,568,768,568,280,288,768,467,16,0,37,0,90,158,362,320
401201,06037401201,2342228,261,3550,3925.518,0.904339325,0.9044401,0.9043393,0.000100773,3550,1748,16,82,265,0,246,1193,3550,1957,1444,16,0,265,0,32,200,1593,1021,868,153,868,443,425,153,120,9,0,0,0,7,17,94,50
401202,06037401202,3146115,36782,4161,3425.476,1.214721844,1.228923,1.214722,0.01420161,4161,2208,65,282,433,0,539,634,4161,2243,1635,55,27,433,0,9,84,1918,1320,1084,236,1084,571,513,236,127,0,0,11,0,89,9,100,125
401203,06037401203,1903093,1627,5076,6908.112,0.734788347,0.7354165,0.7347884,0.000628188,5076,2420,153,44,548,0,934,977,5076,2514,1550,127,17,495,0,75,250,2562,1589,1094,495,1094,462,632,495,306,45,24,31,0,64,25,271,98
401303,06037401303,5799445,3931,2272,1014.658,2.239178328,2.240696,2.239178,0.001517768,2272,1024,111,106,551,0,191,289,2272,1616,840,111,0,551,0,82,32,656,776,610,166,610,281,329,166,65,18,0,11,0,20,52,65,62
401304,06037401304,8887768,994226,5313,1548.263,3.431586556,3.815459,3.431587,0.3838728,5313,2327,154,0,1113,0,419,1300,5313,3495,1775,154,0,1113,0,0,453,1818,1827,1739,88,1739,797,942,88,59,0,0,0,0,11,18,59,29
401311,06037401311,4278484,0,6781,4104.891,1.651931978,1.651932,1.651932,0,6781,4182,315,80,590,0,518,1096,6781,3979,3004,287,0,564,0,0,124,2802,2403,1637,766,1637,843,794,766,469,0,21,32,0,59,185,367,367
401312,06037401312,2807850,0,5067,4673.85,1.084116992,1.084117,1.084117,0,5067,2752,154,85,868,0,444,764,5067,3496,2098,142,1,868,0,8,379,1571,1883,1526,357,1526,708,818,357,179,0,0,81,0,40,57,148,120
401500,06037401500,4770431,0,5975,3243.979,1.841873785,1.841874,1.841874,0,5975,2718,280,11,564,9,843,1550,5975,2746,1772,256,0,554,9,35,120,3229,1861,1129,732,1129,502,627,732,359,29,0,80,0,137,127,223,351
401601,06037401601,2595450,1576,5267,5255.916,1.00210889,1.002717,1.002109,0.000608497,5267,3701,113,46,588,0,234,585,5267,3605,2745,113,14,414,0,16,303,1662,2315,1464,851,1464,830,634,851,576,40,0,102,0,32,101,459,231
401602,06037401602,2026779,0,5762,7363.167,0.78254378,0.7825438,0.7825438,0,5762,3520,346,33,383,0,601,879,5762,3563,2629,320,0,383,0,41,190,2199,2147,1044,1103,1044,557,487,1103,657,114,0,54,0,118,160,524,292
401705,06037401705,1624164,0,3049,4862.116,0.627093253,0.6270933,0.6270933,0,3049,1461,228,19,168,26,252,895,3049,2001,1232,219,0,168,26,8,348,1048,968,834,134,834,456,378,134,59,11,0,11,0,8,45,59,0
401706,06037401706,1239511,0,4401,9195.995,0.478577893,0.4785779,0.4785779,0,4401,1428,129,10,604,18,1314,898,4401,1979,986,108,0,604,18,24,239,2422,1612,744,868,744,284,460,868,340,65,10,110,9,201,133,273,383
401707,06037401707,2105841,0,8406,10338.6,0.81306979,0.8130698,0.8130698,0,8406,2889,362,142,1231,0,2858,924,8406,3599,1581,362,62,1231,0,54,309,4807,2740,1576,1164,1576,470,1106,1164,545,37,13,55,0,330,184,334,633
401801,06037401801,3550195,12321,4467,3258.828,1.370738011,1.375495,1.370738,0.004757165,4467,2466,192,4,937,8,154,706,4467,3384,2042,192,0,937,8,27,178,1083,1598,1248,350,1248,616,632,350,157,33,0,25,0,42,93,157,107
401802,06037401802,2452356,0,3590,3791.479,0.946859985,0.94686,0.94686,0,3590,1809,156,0,370,17,122,1116,3590,2822,1676,156,0,370,4,89,527,768,1387,1141,246,1141,679,462,246,159,0,0,0,0,31,56,159,26
401901,06037401901,1716967,0,3823,5766.869,0.662924693,0.6629247,0.6629247,0,3823,1701,194,3,1072,14,376,463,3823,2954,1416,183,3,1024,14,0,314,869,110,9,101,9,4,5,101,62,0,0,0,5,13,21,57,23
401902,06037401902,2656563,3536,6290,6132.369,1.025704752,1.02707,1.025705,0.001365257,6290,5015,215,36,393,13,336,282,6290,5086,4281,188,12,393,13,0,199,1204,2984,1180,1804,1180,897,283,1804,1565,63,14,70,0,34,58,1505,151
402001,06037402001,1458683,0,4043,7178.613,0.563200679,0.5632007,0.5632007,0,4043,1631,590,0,787,0,295,740,4043,2584,1001,590,0,787,0,62,144,1459,1450,661,789,661,261,400,789,209,157,0,274,0,56,93,143,215
402002,06037402002,1654730,0,4180,6542.548,0.638894852,0.6388949,0.6388949,0,4180,2631,217,30,357,0,430,515,4180,2903,2209,217,3,357,0,41,76,1277,1687,920,767,920,588,332,767,447,78,3,104,0,13,122,380,202
402101,06037402101,1189576,0,4986,10855.7,0.459297881,0.4592979,0.4592979,0,4986,906,467,194,480,0,1876,1063,4986,1267,237,464,0,472,0,2,92,3719,1081,713,368,713,51,662,368,86,28,10,57,0,121,66,42,241
402102,06037402102,2285871,12302,5344,6054.977,0.882579765,0.8873296,0.8825797,0.004749829,5344,1728,580,96,381,0,1890,669,5344,1661,476,580,0,381,0,51,173,3683,1325,1011,314,1011,143,868,314,75,93,18,37,0,73,18,10,160
402200,06037402200,6358886,0,7081,2884.107,2.455179715,2.45518,2.45518,0,7081,2042,568,0,632,0,2214,1625,7081,2567,1301,568,0,632,0,21,45,4514,2089,1347,742,1347,292,1055,742,213,74,0,30,0,202,223,169,441
402301,06037402301,1331437,0,5169,10055.04,0.514070722,0.5140707,0.5140707,0,5169,2147,40,302,212,14,1784,670,5169,936,619,40,23,212,14,0,28,4233,1395,792,603,792,183,609,603,262,9,20,41,0,234,37,12,535
402303,06037402303,944282,0,3964,10872.51,0.364589334,0.3645893,0.3645893,0,3964,1232,45,93,253,0,1575,766,3964,893,473,45,71,248,0,0,56,3071,1022,408,614,408,110,298,614,218,0,3,18,0,236,139,59,514
402304,06037402304,697362,0,4098,15219.89,0.269252985,0.269253,0.269253,0,4098,797,12,165,278,18,2186,642,4098,477,166,12,0,272,3,0,24,3621,1020,332,688,332,22,310,688,137,12,31,12,0,341,155,20,620
402403,06037402403,2032376,0,5385,6862.453,0.784704794,0.7847048,0.7847048,0,5385,1507,181,220,618,0,2031,828,5385,1862,892,172,0,610,0,17,171,3523,1102,794,308,794,188,606,308,102,36,0,10,0,160,0,70,192
402404,06037402404,4090895,0,2088,1321.934,1.579503457,1.579503,1.579503,0,2088,1000,192,30,537,0,159,170,2088,1549,768,162,0,518,0,17,84,539,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
402405,06037402405,1013779,0,2204,5630.748,0.391422277,0.3914223,0.3914223,0,2204,737,171,70,28,0,936,262,2204,303,64,170,0,28,0,11,30,1901,560,459,101,459,5,454,101,35,3,2,6,0,16,39,0,92
402406,06037402406,1167576,0,4736,10505.68,0.450803633,0.4508036,0.4508036,0,4736,1168,128,94,292,16,2451,587,4736,821,335,123,0,292,16,41,14,3915,1282,804,478,804,193,611,478,162,56,0,7,0,233,20,68,347
402501,06037402501,1015920,0,4868,12410.49,0.392248922,0.3922489,0.3922489,0,4868,1499,223,86,334,0,2284,442,4868,632,147,205,0,273,0,7,0,4236,1357,370,987,370,17,353,987,255,147,0,105,0,442,38,72,699
402503,06037402503,874283,0,4333,12836.14,0.337562568,0.3375626,0.3375626,0,4333,942,194,10,683,0,2018,486,4333,998,121,194,0,683,0,0,0,3335,1122,347,775,347,42,305,775,163,51,0,125,0,279,157,0,599
402504,06037402504,600367,0,2509,10823.85,0.231803004,0.231803,0.231803,0,2509,419,259,117,391,25,1068,230,2509,702,57,249,0,391,5,0,0,1807,790,340,450,340,0,340,450,120,55,29,135,0,111,0,52,208
402601,06037402601,1034756,0,2892,7238.659,0.399521542,0.3995215,0.3995215,0,2892,791,9,57,86,16,1107,826,2892,473,354,9,0,77,16,0,17,2419,743,316,427,316,84,232,427,145,0,0,0,0,184,98,63,364
402602,06037402602,1247240,0,4824,10017.4,0.481562077,0.4815621,0.4815621,0,4824,2147,94,285,440,0,1053,805,4824,1838,1004,94,61,440,0,29,210,2986,1885,827,1058,827,278,549,1058,309,16,0,243,0,141,349,79,687
402702,06037402702,1498495,0,5018,8673.075,0.578572179,0.5785722,0.5785722,0,5018,2078,228,64,128,0,1863,657,5018,634,259,228,0,128,0,0,19,4384,1386,331,1055,331,25,306,1055,465,89,0,6,0,336,159,72,888
402703,06037402703,1070958,0,5448,13175.36,0.413499213,0.4134992,0.4134992,0,5448,1115,634,17,515,51,1130,1986,5448,1412,442,359,0,515,30,9,57,4036,1342,839,503,839,115,724,503,84,83,0,54,0,169,113,14,374
402705,06037402705,865507,0,3530,10563.35,0.334174135,0.3341741,0.3341741,0,3530,942,182,20,155,0,1758,473,3530,818,331,150,0,155,0,9,173,2712,865,712,153,712,125,587,153,43,0,0,17,0,80,13,36,93
402706,06037402706,1061837,0,3629,8851.704,0.409977575,0.4099776,0.4099776,0,3629,1096,212,252,190,0,1161,718,3629,830,244,212,0,190,0,173,11,2799,964,692,272,692,92,600,272,125,16,31,8,0,38,54,42,206
402801,06037402801,1815766,4003,4815,6868.062,0.701071202,0.7026168,0.7010712,0.001545567,4815,878,56,150,319,0,2765,647,4815,497,93,0,50,319,0,0,35,4318,1136,360,776,360,28,332,776,183,0,23,79,0,450,41,28,646
402803,06037402803,630282,0,3567,14657.7,0.243353251,0.2433532,0.2433532,0,3567,785,184,100,129,0,1464,905,3567,366,50,178,0,129,0,0,9,3201,756,371,385,371,4,367,385,48,11,27,41,0,189,69,4,329
402804,06037402804,1318217,0,4442,8727.491,0.508966451,0.5089664,0.5089664,0,4442,558,258,48,315,8,2321,934,4442,709,96,181,13,315,8,0,96,3733,1005,251,754,251,11,240,754,93,72,4,30,0,392,163,0,634
402902,06037402902,1845219,0,6853,9619.015,0.712443069,0.7124431,0.7124431,0,6853,1820,232,0,701,10,2594,1496,6853,1658,731,214,0,693,10,0,10,5195,1730,848,882,848,135,713,882,199,19,0,121,10,372,161,45,687
402903,06037402903,1584347,0,3556,5813.119,0.611719823,0.6117198,0.6117198,0,3556,394,226,11,619,0,1907,399,3556,980,124,200,0,619,0,0,37,2576,986,561,425,561,71,490,425,18,38,0,151,0,135,83,0,245
402904,06037402904,1908562,0,3671,4981.681,0.736899939,0.7368999,0.7368999,0,3671,1007,297,47,104,0,1595,621,3671,587,128,297,0,104,0,0,58,3084,879,645,234,645,38,607,234,34,42,9,14,0,114,21,7,158
403000,06037403000,2416493,1922,6796,7283.927,0.933013203,0.9337553,0.9330132,0.000742088,6796,1914,116,299,610,0,2680,1177,6796,1470,345,116,275,610,0,0,124,5326,1615,1231,384,1231,59,1172,384,151,29,0,0,0,178,26,37,318
403305,06037403305,1481586,0,2150,3758.455,0.572043577,0.5720436,0.5720436,0,2150,122,0,0,1866,0,71,91,2150,1998,97,0,0,1866,0,0,35,152,687,543,144,543,55,488,144,0,0,0,108,0,5,31,0,16
403316,06037403316,2910036,0,7039,6264.845,1.123571229,1.123571,1.123571,0,7039,2083,573,68,3199,0,499,617,7039,5844,1713,573,0,3175,0,0,383,1195,2587,1916,671,1916,475,1441,671,271,25,16,234,0,22,103,167,142
403317,06037403317,4190584,0,5008,3095.191,1.617993597,1.617994,1.617994,0,5008,1332,393,18,1847,17,584,817,5008,3286,870,377,0,1847,17,7,168,1722,1654,1409,245,1409,327,1082,245,76,10,0,108,0,0,51,56,71
403318,06037403318,3368569,0,6250,4805.431,1.300611818,1.300612,1.300612,0,6250,2459,614,17,2294,0,436,430,6250,4234,1175,611,17,2294,0,0,137,2016,2107,1662,445,1662,406,1256,445,134,63,0,154,0,73,21,52,170
403319,06037403319,2224166,9919,4148,4830.247,0.85875533,0.8625851,0.8587554,0.003829747,4148,840,31,17,2106,23,500,631,4148,3274,500,31,0,2106,23,217,397,874,1612,1069,543,1069,135,934,543,107,0,0,326,0,58,52,81,110
